Loading ...



file changed,removing cache [04b916889d1e01190c127aaea25102b8 != None]
len fTblCache: 0
len virtualOffs: 5095
end: 264085504


"Name","FunctionTable offset","FunctionTable Store offset"
"nQuestFSM::EmFoundFlag",0x0000000142d90198,0x0000000143b257f0
"nAISubsystem::cAIBehaviorSequenceInfo",0x0000000142eaabf8,0x000000014482a4b0
"nActOtomo::LocomotionToDestination",0x0000000142d115a0,0x0000000143b01de8
"uMhHemiSphereLight",0x0000000142e33c18,0x0000000143b42bd0
"nEmDtTune::cEmSmellValue",0x0000000142d27528,0x0000000143b07d58
"nMhAI::BehaviorOnceAction",0x0000000142d7bcc8,0x0000000143b20268
"uGUIHudGauge::cKireajiControl",0x0000000142e11b20,0x0000000143b40b60
"nEmDtTune::cEmStamina",0x0000000142d27638,0x0000000143b07bd0
"uGUIHunterNote",0x0000000142e197d0,0x0000000143b41378
"nDraw::ConstantBuffer",0x0000000142ef2648,0x0000000144833000
"rGalleryList",0x0000000142bf2c20,0x0000000143a8ca50
"nActGmFishBase::MyHouseIdle",0x0000000142d0f498,0x0000000143b01830
"rMenuOtomoTalk",0x0000000142bf4390,0x0000000143a8d070
"uMhMaterialControl::Controller",0x0000000142e34008,0x0000000143b42c80
"nEmDtTune::cAreaLinkStage",0x0000000142d26568,0x0000000143b080a0
"uFilterOverrider",0x0000000142df67c0,0x0000000143b3f278
"nEmAction::cBaseSetting",0x0000000142c6e8d0,0x0000000143adf838
"nPlTransition::cRideMove",0x0000000142d8a5f0,0x0000000143b233a0
"rRarePopCategoryParam",0x0000000142da66f8,0x0000000143b2b4e8
"cFacilityCounter",0x0000000142b198a0,0x0000000143a37178
"sApp",0x0000000142e8b338,0x0000000144823d00
"cGUIRingList",0x0000000142b1e6f0,0x0000000143a37eb0
"MtNetRanking::Score",0x0000000142e819e8,0x0000000144823300
"LightBase",0x0000000142d78d28,0x0000000143b1fe08
"nGUI::Language",0x0000000142e96520,0x0000000144825dd0
"cGUIPlInsect",0x0000000142b374b0,0x0000000143a3bb38
"uOtomoWeaponInstance",0x0000000142e41148,0x0000000143b436c8
"sDLC",0x0000000142eaf7c0,0x000000014482b440
"nHmTransition::cRideCrashLand",0x0000000142d4cfd0,0x0000000143b11e68
"rGUIUniqueSound::SelectWindow",0x0000000142da10d8,0x0000000143b29f38
"cPacketSysRealTimeRestrict",0x0000000142beffb0,0x0000000143a8bcc0
"cGUIInstColorPallet",0x0000000142b352a8,0x0000000143a3b4a0
"cStoryNpcQuestData",0x0000000142c6afa8,0x0000000143a98688
"nNpcAction::cActCatCart",0x0000000142d82ca8,0x0000000143b22138
"cKimenTraceLogSetter",0x0000000142daca30,0x0000000143b2d198
"nEmDtTune::cCrownSizeList",0x0000000142d26a10,0x0000000143b08ce0
"sCollision::ScrCollisionInfoGetAreaPoly",0x0000000142eef1f0,0x00000001448323e0
"uGUISessionMemberList",0x0000000142c32168,0x0000000143a93460
"rShopEquipData",0x0000000142da7688,0x0000000143b2b980
"cAIObject",0x0000000142e99690,0x0000000144826b88
"mpOtomomakePreset",0x000000013821b7c5,
"cPacketOtomoCreateInstance",0x0000000142d968b0,0x0000000143b27398
"nSetLinker::cTagForSetData",0x0000000142d93890,0x0000000143b26660
"cpEmBarrierParam",0x0000000142c3c418,0x0000000143a94d88
"cObjectList",0x0000000142c66298,0x0000000143a97348
"nQuestFSM::TentVisible",0x0000000142d8ec20,0x0000000143b25b00
"nNpcAction::cActLookRunTurn",0x0000000142d82ee8,0x0000000143b21920
"nHmAction::cActDamageMud",0x0000000142d351d0,0x0000000143b0c6c0
"rNavigationMesh",0x0000000142e94b88,0x0000000144825798
"nHmAction::cActSandSlideStart",0x0000000142d35a28,0x0000000143b0dca0
"nPlTransition::cCoverIn",0x0000000142d89d58,0x0000000143b22c30
"uFacialNPCVillage",0x0000000142df5c10,0x0000000143b3f238
"rRigidbody",0x0000000142eff150,0x0000000144836ad0
"uBindModelNoInstance",0x0000000142dd2740,0x0000000143b332e8
"nActOtomo::SideStepR",0x0000000142d12090,0x0000000143b02da8
"cAutoOtomoTalkXML",0x0000000142b12058,0x0000000143a346e8
"nQuestFSM::CheckASkillIDSelect",0x0000000142d8fe88,0x0000000143b253c8
"uWeapon::cWwise",0x0000000142e53238,0x0000000143b453a0
"nPlCamAct::cTarzanToTarzan",0x0000000142c61070,0x0000000143a95730
"nActOtomo::CautionFollow",0x0000000142d13000,0x0000000143b029f0
"nAISubsystem::cAIBehaviorComponent",0x0000000142e9b820,0x0000000144826f40
"nEffect::UnitBoundary",0x0000000142efa410,0x0000000144834e60
"rEmActRelation",0x0000000142d9d118,0x0000000143b290b8
"uModel::Constraint",0x0000000142e910a8,0x0000000144824b08
"sArea",0x0000000142e8efa0,0x00000001448247a8
"nAnimation::Tree::Node",0x0000000142eecea8,0x0000000144830810
"cManageRarePop",0x0000000142c392c0,0x0000000143a93f58
"cPacketPlCatEntrust",0x0000000142bedcc8,0x0000000143a8abe8
"nQuestFSM::FacilitySetting",0x0000000142d8ea70,0x0000000143b25240
"rPugeeParam::cItemElement",0x0000000142bf56f0,0x0000000143a8d5b0
"rUnderWaterCheck",0x0000000142da8908,0x0000000143b2bf40
"cPacketSysGuildCard",0x0000000142befbb8,0x0000000143a8bac8
"nPlTransition::cEmoteToEnd",0x0000000142d897f0,0x0000000143b23b48
"nActOtomo::SideStepL",0x0000000142d11bb0,0x0000000143b02d70
"uOtomoRaft",0x0000000142e41da0,0x0000000143b43770
"rEffectProvider::EffectEventParam",0x0000000142e98bb8,0x0000000144826720
"uGUIHudPopIcon",0x0000000142e14eb8,0x0000000143b40e38
"cEmBankParam",0x0000000142d9d670,0x0000000143b29208
"rRoomAnimal",0x0000000142bf62e8,0x0000000143a8d658
"nPlTransition::cSlingerMushiAmi",0x0000000142d89ec0,0x0000000143b230c8
"nPlFSM::LinkMotion",0x0000000142b272f0,0x0000000143a3a360
"uGUILeadersQuest",0x0000000142c271d0,0x0000000143a92da8
"rBottleTable",0x0000000142d9ab10,0x0000000143b28750
"cPacketEmStateMessage",0x0000000142d966f8,0x0000000143b272b8
"uGUIHudBinoculars",0x0000000142c1ec40,0x0000000143a927a8
"uKerareFilter",0x0000000142eb5be0,0x000000014482c190
"DamageGroupParam",0x0000000142d26350,0x0000000143b07348
"cAIUserProcessContainer",0x0000000142e995b8,0x0000000144826a70
"nQuestFSM::CheckQuestOpen",0x0000000142d8f3c0,0x0000000143b25a90
"nEffect::PlayEfx",0x0000000142efa198,0x0000000144834db8
"nEffect::SpotLightBehavior",0x0000000142eaee20,0x000000014482b3c8
"cpEmShaderManager",0x0000000142c3c5b8,0x0000000143a94e00
"BindMatAnim",0x0000000142d9a8c0,0x0000000143b286e0
"nPrim::PrimitiveGpu",0x0000000142ef29c0,0x00000001448330a8
"nActEmCommon::VariationSingleAction",0x0000000142cf5c50,0x0000000143afa558
"mLeftHandItemModRes",0x000000013821bb57,
"cAIConditionTreeNode",0x0000000142ea48c0,0x0000000144828930
"nHmAction::cActWpGuard",0x0000000142d481b0,0x0000000143b0f988
"cSRecQuestJumpSync",0x0000000142bf7860,0x0000000143a8dc08
"nQuestFSM::ShowMessageNoType",0x0000000142d8ed30,0x0000000143b242b8
"cRemoteProcedureAsync",0x0000000142ef3230,0x0000000144833200
"cGUISoundParam",0x0000000142c33670,0x0000000143a93540
"rEmDifficulty",0x0000000142d9de80,0x0000000143b294a8
"nActOtomo::BombDamage",0x0000000142d0ff48,0x0000000143b032e8
"nHmTransition::cWallForceEnd",0x0000000142d4cda8,0x0000000143b11538
"rTrain",0x0000000142da8418,0x0000000143b2bdb8
"cButtonGuidePriorityDataXML",0x0000000142b123f0,0x0000000143a34950
"uGUIDeliver",0x0000000142c16dd8,0x0000000143a92218
"cGuildcardFacialPackXML",0x0000000142b1c0f8,0x0000000143a378c8
"nHmAction::cActWormWalk",0x0000000142d32308,0x0000000143b0db50
"nQuestFSM::AddASkill",0x0000000142d8ebf0,0x0000000143b24f30
"cActionController",0x0000000142b11258,0x0000000143a33fe0
"nActOtomo::FriendDamage",0x0000000142d11e18,0x0000000143b02fd8
"cpConstraintLightController",0x0000000142c3bc48,0x0000000143a94c38
"nNpcAction::cActTalkIdle",0x0000000142d83b68,0x0000000143b20ae8
"cInterpolationParam",0x0000000142b12788,0x0000000143a34a70
"cCameraShakeManager",0x0000000142b129a0,0x0000000143a34b88
"cSRecEmRandomScale",0x0000000142bf7d88,0x0000000143a8ddb0
"cSkillPointData",0x0000000142c6aab0,0x0000000143a98320
"nModelPartsInfo::cConditionInfo",0x0000000142d7fbe8,0x0000000143b20878
"sMhEffect",0x0000000142db2688,0x0000000143b2ddf8
"cSRecAnimalAll",0x0000000142bf7cc8,0x0000000143a8dd78
"cPacketEmExDmgUI",0x0000000142beb680,0x0000000143a89988
"cPacketSysRescureSign",0x0000000142bf00a0,0x0000000143a8bd30
"cLifeSimTargetDesireForSetData",0x0000000142c38e40,0x0000000143a93e08
"uShellGroundIvy::TrapConstraint",0x0000000142e4c9c8,0x0000000143b44970
"cTraceLogSetter",0x0000000142dac738,0x0000000143b2d0f0
"cPacketSysInviteRing",0x0000000142befc40,0x0000000143a8bb00
"cItemBaseXML",0x0000000142c38830,0x0000000143a93a50
"cNpcBasicData",0x0000000142c397b8,0x0000000143a94398
"nDraw::RasterizerState",0x0000000142ef24f0,0x0000000144832f58
"rJointVelocity",0x0000000142da29f0,0x0000000143b2a600
"ToneMap",0x0000000142d2c178,0x0000000143b09530
"nEmDtTune::cEmFlyParamBase",0x0000000142d27758,0x0000000143b07460
"nHmAction::cActUseItemPutBombS",0x0000000142d340b8,0x0000000143b0de28
"rDLCItemData",0x0000000142bf1270,0x0000000143a8c388
"nHmTransition::cPopGimmickBase",0x0000000142bdc5e8,0x0000000143a85320
"nEmDtTune::cPreditationData",0x0000000142d27420,0x0000000143b08490
"rCatSkillData",0x0000000142d9ba10,0x0000000143b28a98
"nHmAction::cActWallRunPassThrough",0x0000000142d31de0,0x0000000143b0b070
"nEmAI::LifeFindBehavior",0x0000000142c6fc98,0x0000000143adfd08
"nEffect::Turbulence",0x0000000142ef4e08,0x00000001448336a8
"cDampingRadian",0x0000000142b130c0,0x0000000143a34e60
"EventGroup",0x0000000142d950e0,0x0000000143b26960
"cPacketEmCreateShell",0x0000000142beb3e0,0x0000000143a89838
"aStageMainVillage",0x0000000142b0f9a0,0x0000000143a33510
"rAIWayPointGraph::Link",0x0000000142ebfd40,0x000000014482e260
"nAnimation::Layer::FootStep::StepInfo",0x0000000142ea7f48,0x00000001448294e8
"cNpcWaitMotionPackList",0x0000000142da4fb8,0x0000000143b2ae90
"cPacketQuestUpload",0x0000000142bef290,0x0000000143a8b668
"nHmTransition::cSlidingToRun",0x0000000142d4d458,0x0000000143b11148
"nActEmCommon::ClimbWallDivingBase",0x0000000142cf4f40,0x0000000143afb668
"uShellPlSyousyudamaHit",0x0000000142e50d38,0x0000000143b44fd8
"nPlTransition::cNotUseItem",0x0000000142d8abd8,0x0000000143b231e0
"cFSMQuestPlayer",0x0000000142b30940,0x0000000143a3ae08
"nEmDtTune::cPartsGroupData",0x0000000142d27510,0x0000000143b07770
"nEmDtTune::cHoldEmDamageTargetScale",0x0000000142b17080,0x0000000143a362d0
"uCnsEyeLookAt",0x0000000142dd3948,0x0000000143b33520
"rMovieOnMemoryInterMediate",0x0000000142e96890,0x0000000144825ee8
"rOtomoWeaponData",0x0000000142da57f0,0x0000000143b2b130
"uLight",0x0000000142e95f08,0x0000000144825c48
"nHmTransition::cZoneEnter",0x0000000142d4cf98,0x0000000143b12098
"nActOtomo::Steal",0x0000000142d10108,0x0000000143b04468
"uToneMapOverrider",0x0000000142df67f0,0x0000000143b3f438
"nEmDtTune::cEmBlastEffect",0x0000000142d27050,0x0000000143b08b90
"nHmTransition::cCommand",0x0000000142d4d640,0x0000000143b10d20
"nEmRide::PartsParam",0x0000000142d2b2c8,0x0000000143b09340
"cPlayerCommandLeverGacha",0x0000000142c3d508,0x0000000143a95480
"nEmDtTune::cChangeNullTransScaleClimbWallArea",0x0000000142b17168,0x0000000143a36228
"cpAmbientOccluder::Occluder",0x0000000142ebf790,0x000000014482e108
"cQuestData",0x0000000142c68a98,0x0000000143a97b00
"nNpc::LeadParam",0x0000000142d81e20,0x0000000143b20920
"uGUIGraphicsSetting",0x0000000142c1d2f0,0x0000000143a92650
"uGUIHudRadar::CommonSignController",0x0000000142e16388,0x0000000143b41170
"cEmActionFly",0x0000000142b13f58,0x0000000143a35680
"nHmAction::cActWallEggGrabStart",0x0000000142d34148,0x0000000143b0b9a0
"nAISubsystem::cAIMsgBehaviorCommand",0x0000000142ef5d70,0x0000000144833a48
"nHmAction::cActTentIn",0x0000000142d4bc58,0x0000000143b10ae8
"nPlCamAct::cSneak",0x0000000142c603d8,0x0000000143a95c00
"uMhRailCamera",0x0000000142e34cb8,0x0000000143b42e60
"nPlCamAct::cBallista",0x0000000142c604e0,0x0000000143a96680
"uShellBase",0x0000000142e472e8,0x0000000143b44078
"rPugeeParam::cReceivePlElement",0x0000000142bf5708,0x0000000143a8d5e8
"uGUISelectLanguage",0x0000000142c31998,0x0000000143a933f0
"uGUIHudWeaponLockOn",0x0000000142c20e38,0x0000000143a92938
"nGraphicsOption::GraphicsOptionDataEx",0x0000000142aa9cd0,0x0000000143a32dd0
"cGUIParamXml",0x0000000142b1dc40,0x0000000143a37d28
"uColorCorrectFilter",0x0000000142eb37b8,0x000000014482be48
"sNpc",0x0000000142db7f58,0x0000000143b2e390
"uShellOtomoBombSlinger",0x0000000142e4db40,0x0000000143b44b38
"nTimelineParam::ShellCreate",0x0000000142db0058,0x0000000143b2d998
"cAIPoolObjectServer::Pool",0x0000000142eaa3f8,0x000000014482a150
"nHmAction::cActWallEggSlidingFall",0x0000000142d33838,0x0000000143b0b968
"nHmAction::Bust::cMudRelease",0x0000000142d49410,0x0000000143b103a0
"rSetObject::SettedData",0x0000000142da6d88,0x0000000143b2b750
"cLimitBreakMaterialBaseXML",0x0000000142b20490,0x0000000143a38840
"nActEmCommon::DamageCancelBase",0x0000000142cf5390,0x0000000143afa980
"cWpGunParam",0x0000000142c6cf70,0x0000000143adef98
"nZone::cAllocaterIntermediate",0x0000000142ea1198,0x0000000144828258
"nActOtomo::ToOnGrill",0x0000000142d10ae0,0x0000000143b03e48
"uGUIHudRadar::PlController",0x0000000142e164d0,0x0000000143b410c8
"cpJointExRev::uCnsJointExRev",0x0000000142dd4338,0x0000000143b336a8
"nEffect::nTimelineParam::RadialBlurFilterBehavior",0x0000000142eb7c70,0x000000014482c320
"cAssetBasicSetObject",0x0000000142dd12d0,0x0000000143b330d8
"nQuestFSM::PlWalkThroughMove",0x0000000142d8ffb0,0x0000000143b24e50
"uGUIHudClock",0x0000000142e10db8,0x0000000143b409c0
"cGUIInstScrollBar",0x0000000142b35c48,0x0000000143a3b5f0
"nActGmFishBase::MyHouseSwim",0x0000000142d0f508,0x0000000143b01868
"nHmAction::cActIdleTurn",0x0000000142d48140,0x0000000143b0f800
"rUnitResource::VectorUnitProperty",0x0000000142da8c40,0x0000000143b2c1e0
"cRecordCameraData",0x0000000142da69e0,0x0000000143b2b600
"cShellParam::cChildShellData",0x0000000142c69998,0x0000000143a98080
"nHmAction::cActDamageNetWaitEnd",0x0000000142d35410,0x0000000143b0c8f0
"uGUILobbySelect",0x0000000142c287f0,0x0000000143a92f20
"cWwiseAudioInput",0x0000000142eeed40,0x0000000144831c68
"nUmbra::CameraTransform",0x0000000142efee78,0x00000001448369d0
"nEmDtTune::cDropPopByActionList",0x0000000142d26538,0x0000000143b08298
"nAnimation::Layer::FootStep",0x0000000142ea7f10,0x0000000144829520
"uSdlToneMap",0x0000000142d2c068,0x0000000143b09b88
"uGUIStartMenu",0x0000000142e21a68,0x0000000143b41b48
"nAI::TaskPerformanceInfo",0x0000000142eef518,0x0000000144832530
"cpEmDownAdjust",0x0000000142b21948,0x0000000143a39250
"nCollision::cScrCommonFilter",0x0000000142eed958,0x0000000144830b20
"nActEmCommon::DamageDownNoDirection",0x0000000142cf5b30,0x0000000143afac90
"uLlkActorInfiniteLight",0x0000000142e2fa40,0x0000000143b42400
"uScrollCollision",0x0000000142ef2fd0,0x00000001448330e0
"bowLv",0x0000000133ec21bb,
"nHmTransition::cTarzanTurn",0x0000000142d4c928,0x0000000143b12258
"uNpcCostume::cWwise",0x0000000142e39f68,0x0000000143b432e8
"MhSpotLightBehavior",0x0000000142d7da80,0x0000000143b20550
"cCameraHandNoise",0x0000000142b12918,0x0000000143a34b50
"cObjAppendParamDefault",0x0000000142da5198,0x0000000143b2af38
"sCollision::Collider::cNodeListArray",0x0000000142ea92b0,0x0000000144829b48
"nHmAction::cActWallMovingStart",0x0000000142d33410,0x0000000143b0b0e0
"cNetworkStorageService",0x0000000142bf8460,0x0000000143a901a8
"cEffectDecalData",0x0000000142d9c880,0x0000000143b28e50
"uGUIArenaCounter",0x0000000142c13320,0x0000000143a91e38
"nHmAction::cActQuestFailPose",0x0000000142d357e8,0x0000000143b0e918
"nHmAction::cActWallEggClimbTop",0x0000000142d32730,0x0000000143b0b8f8
"cEmIntervalPacketDesire",0x0000000142b21cd0,0x0000000143a393a0
"nNpc::WaitData",0x0000000142da4e10,0x0000000143b2ad78
"rShopList",0x0000000142da7748,0x0000000143b2b9b8
"nAISubsystem::cAIBehaviorControllerSelector",0x0000000142eaab50,0x000000014482a3c0
"cSetPugeeReceivePlPoint",0x0000000142dac4b8,0x0000000143b2d518
"uGUIGuildCard",0x0000000142c1daf0,0x0000000143a926c0
"nPrim::nMaterial::Fade",0x0000000142eb9a68,0x000000014482cdc0
"uOtomoSlinger",0x0000000142e42180,0x0000000143b437a8
"nHmAction::cActEmoteFullLoop",0x0000000142d34510,0x0000000143b0ef00
"rMovieOnMemory",0x0000000142e96860,0x0000000144825e78
"nActOtomo::DownPole",0x0000000142d12a98,0x0000000143b02558
"FXAA",0x0000000142d2be20,0x0000000143b09610
"cButtonGuideData",0x0000000142b12328,0x0000000143a348a8
"cPacketOtomoCreateRandomCat",0x0000000142bec640,0x0000000143a8a130
"mpChrmakePreset",0x000000013821b787,
"nNpcAction::cActNpcWalk",0x0000000142d841f0,0x0000000143b20ff0
"cSetObjectListHolder",0x0000000142c69900,0x0000000143a97fd8
"rAIWayPoint",0x0000000142e94d88,0x0000000144825878
"uScrollCollisionGeometry::cGeometryInfo",0x0000000142ebedd8,0x000000014482dfe8
"cGUIWeaponDetailInfo",0x0000000142b38bb8,0x0000000143a3bdd8
"nActEmCommon::CommonDashTight",0x0000000142cf5330,0x0000000143afb278
"uCnsShakeCtrl",0x0000000142dd5088,0x0000000143b338a0
"nHmAction::cActTargetedReaction",0x0000000142d36bd0,0x0000000143b0e988
"nQuestFSM::DiscoverEnd",0x0000000142d8e618,0x0000000143b25128
"uEnemy",0x0000000142df45d0,0x0000000143b3f078
"uEnvTree",0x0000000142df5980,0x0000000143b3f158
"nActOtomo::ChaseInsectSub",0x0000000142d11428,0x0000000143b01bf0
"nActOtomo::CloseAttack",0x0000000142d11890,0x0000000143b03400
"sMhSteamController",0x0000000142bf8830,0x0000000143a90218
"cFacilityLeaders",0x0000000142b24108,0x0000000143a3a168
"cGUISoundParam::InstanceData",0x0000000142c336a8,0x0000000143a93578
"HavokImpulseEvent",0x0000000142effb58,0x0000000144836ce8
"rZone",0x0000000142e948e0,0x00000001448256b0
"uDistanceFogOverrider",0x0000000142df6950,0x0000000143b3f320
"nHmAction::cActFishingHitEnd",0x0000000142d34d28,0x0000000143b0ed08
"uOtomoHeadPartsInstance",0x0000000142e41130,0x0000000143b43690
"cAIUserProcessReference",0x0000000142e99630,0x0000000144826b50
"nQuestFSM::NpcActionRideSet",0x0000000142d8ead8,0x0000000143b25160
"nQuestFSM::SealGimmick",0x0000000142d8ec88,0x0000000143b254a8
"cGimmickCommonData",0x0000000142b32338,0x0000000143a3ae40
"cGUIParam",0x0000000142b1dc28,0x0000000143a37d60
"nEffect::ScaleAnim",0x0000000142ef2360,0x0000000144832ee8
"cBottleTableXML",0x0000000142b12160,0x0000000143a34790
"cFoodXML",0x0000000142b24350,0x0000000143a3a2b8
"cQuestStoryTable",0x0000000142da6290,0x0000000143b2b398
"cOtomoToolLevelTblXML",0x0000000142c3b0e8,0x0000000143a948a8
"nHmAction::cActSitIdle",0x0000000142d352e8,0x0000000143b0a580
"cPacketQuestRequestSupply",0x0000000142bef138,0x0000000143a8b5c0
"FilterInfinite",0x0000000142d2c2c0,0x0000000143b09c68
"cGUIHudHBowgunControl",0x0000000142b32c48,0x0000000143a3b188
"nActEmCommon::DamageTrapMask",0x0000000142cf5670,0x0000000143afada8
"uGUIItemMakeChildBase",0x0000000142e19f68,0x0000000143b413e8
"cDLCItemDataXML",0x0000000142b136a8,0x0000000143a35290
"cWSwordData",0x0000000142c6d020,0x0000000143adf008
"nPlCamAct::cWallRestrictBase",0x0000000142c60a78,0x0000000143a96958
"nDraw::IndexBuffer",0x0000000142ec0ba0,0x000000014482e8c0
"nHmAction::cActAreaStartLand",0x0000000142d4b348,0x0000000143b10958
"nGuildCard::GuildCardListData",0x0000000142bd9e00,0x0000000143a848f8
"uOtomoHealInsect",0x0000000142e40e50,0x0000000143b43650
"uGUIAnnounce",0x0000000142c12770,0x0000000143a91d50
"nEmDtTune::cGroundCheckActionData",0x0000000142d9ce98,0x0000000143b28fa0
"nNetwork::SessionDriver",0x0000000142eaafb8,0x000000014482a600
"rEmUniqueParam",0x0000000142d9f010,0x0000000143b29978
"nHmAction::cActHagitoriBase",0x0000000142d32c10,0x0000000143b0ce68
"MtGeomRayY",0x0000000143572a90,0x000000014485c348
"cGUIInstButtonList",0x0000000142b34c70,0x0000000143a3b3f8
"nActEmCommon::DivingWarpUp",0x0000000142cf4940,0x0000000143afb3c8
"cpMhFBIK",0x0000000142c65988,0x0000000143a96f58
"cDecoDataXML",0x0000000142b13278,0x0000000143a34fb8
"nNpcAction::cActBallistaShoot",0x0000000142d83238,0x0000000143b21300
"cThinkResJumpSet",0x0000000142c6b260,0x0000000143a98820
"cExpeditionRemXML",0x0000000142b19480,0x0000000143a37108
"nMhEffect::Guide",0x0000000142d7d798,0x0000000143b20468
"nActOtomo::SlingerTurn",0x0000000142d110d0,0x0000000143b035c0
"uGUIInfoWindow",0x0000000142c21358,0x0000000143a929a8
"rSkillData",0x0000000142da78f8,0x0000000143b2ba28
"nQuestFSM::TransformSet",0x0000000142d8ea58,0x0000000143b24670
"nAISubsystem::cAIBehaviorControllerRandomParams",0x0000000142eabe28,0x000000014482a8f8
"nActOtomo::RaftStart",0x0000000142d12d20,0x0000000143b02130
"checkMark",0x00000001c4ee87b0,
"nActEmCommon::DirectionalDamageFly",0x0000000142cf5848,0x0000000143afa670
"nEmDtTune::cCrownSizeData",0x0000000142d26780,0x0000000143b08ca8
"curves",0x000000015297652c,
"rEquipVisualSColorXml",0x0000000142bf2080,0x0000000143a8c890
"nNpcAction::cActTurnFastTravel",0x0000000142d84578,0x0000000143b21f08
"rAnimationTree",0x0000000142e927f8,0x0000000144824f48
"uDistanceFog",0x0000000142eab770,0x000000014482a6f8
"sCollision::ScrCollisionInfo",0x0000000142eef138,0x0000000144832300
"nActOtomo::ToCannonJumpDown",0x0000000142d10538,0x0000000143b04900
"MtHeapArray",0x0000000142e80248,0x000000014476adb8
"nQuestFSM::NpcActionSet",0x0000000142d901b0,0x0000000143b24980
"cPacketSysAllianceTaskNotice",0x0000000142bef818,0x0000000143a8b908
"nHmAction::cActPugeeGet",0x0000000142d35e80,0x0000000143b0f558
"rContinueSetting::ListItem",0x0000000142bf0a30,0x0000000143a8c200
"nMhAI::EndLastActiveChild",0x0000000142d7bce0,0x0000000143b20118
"angle",0x00000000d9ac5d5b,
"nPlCamAct::cEquipBase",0x0000000142c60f30,0x0000000143a95f10
"nAISubsystem::cAIHierarchicalPlanningController",0x0000000142eac2a8,0x000000014482aa18
"rUnitResource::ObjectUnitProperty",0x0000000142da8f00,0x0000000143b2c058
"MtCollisionUtil::MtArrayElement",0x0000000143572030,0x000000014485c1c0
"cStackAnnounce",0x0000000142b39b48,0x0000000143a3c2b8
"nAISubsystem::cAIMsgBodyAngle",0x0000000142efbfc8,0x0000000144835440
"sCollision::ScrCollisionInfoFind",0x0000000142eef1a8,0x0000000144832338
"cAISvWayPointGraph",0x0000000142e92e70,0x0000000144825180
"MtMemoryStream",0x0000000142e80820,0x00000001448230e0
"nHmAction::Bust::cUseItemTablet",0x0000000142d49460,0x0000000143b0fed0
"nActOtomo::MaskBattleStart",0x0000000142d10eb8,0x0000000143b04b30
"nQuestFSM::TimerSet",0x0000000142d90468,0x0000000143b24600
"uInstancePlacement",0x0000000142e917f8,0x0000000144824bf0
"rEmSizeSetting::EnemySizeDispAttr",0x0000000142d9ee70,0x0000000143b29908
"uShellOtomoBreakBoomerang",0x0000000142e4df78,0x0000000143b44ba8
"cPacketOtomoLateJoinResponse",0x0000000142bec8f0,0x0000000143a8a280
"rStoryNpcQuestData",0x0000000142da7c58,0x0000000143b2bb08
"nActOtomo::SlingerDamageS",0x0000000142d10960,0x0000000143b03358
"cGUIVariable",0x0000000142eec990,0x00000001448306f8
"nHmAction::cActRideGuragura",0x0000000142d361d8,0x0000000143b0d258
"cpStaminaController",0x0000000142c67de8,0x0000000143a97820
"MtCollisionUtil::MtArrayEx",0x0000000143571e10,0x000000014485c070
"nQuestFSM::NpcDisableGravity",0x0000000142d8fa58,0x0000000143b25358
"rItemLottery",0x0000000142da1ae8,0x0000000143b2a248
"nNpcAction::cActWaitVaguely",0x0000000142d83ec8,0x0000000143b21a70
"nAnimation::Tree::TransState",0x0000000142ebe740,0x000000014482dec8
"nHmAction::cActSlidingEnd",0x0000000142d35908,0x0000000143b0a388
"nActPugee::ChasePlayer",0x0000000142b59170,0x0000000143a47ab0
"uGUIFixedPhrase",0x0000000142e0f798,0x0000000143b408a8
"nActEmCommon::ClimbHighWallBegin",0x0000000142cf6560,0x0000000143afb4e0
"nHmAction::cActDrunkDownStandup",0x0000000142d354b8,0x0000000143b0f520
"cLoadTipsMapData",0x0000000142b20698,0x0000000143a38958
"cGUIObjHitRect",0x0000000142e8ca70,0x00000001448244c0
"rStaffRollData",0x0000000142bf6560,0x0000000143a8d700
"rRarePopCategoryParam::CategoryElem",0x0000000142da6710,0x0000000143b2b520
"nHmAction::cActRideSlingerShoot",0x0000000142d32470,0x0000000143b0d300
"cAICopiableParameter",0x0000000142e99618,0x0000000144826b18
"nActOtomo::RaftToDestination",0x0000000142d123c8,0x0000000143b020c0
"nActOtomo::Groom",0x0000000142d129c0,0x0000000143b01aa0
"uWwiseControlTrigger",0x0000000142e58a28,0x0000000143b45a50
"cPadButton",0x0000000142c3b2c8,0x0000000143a94988
"nNpcAction::cActMotionTurnTalk",0x0000000142d82e98,0x0000000143b22330
"nTimelineParam::MatAnimPlayer",0x0000000142be9050,0x0000000143a87e50
"CoprocessorObject",0x0000000142ef8238,0x0000000144834698
"cGUIHudSAxeControl",0x0000000142b33600,0x0000000143a3b230
"uSdlInfinite",0x0000000142d2bda8,0x0000000143b09ca0
"nEffect::ExternTurbulence",0x0000000142eac7a0,0x000000014482b010
"nInstance::AreaDispInfo",0x0000000142ea6fe0,0x0000000144829230
"cGUIMonsterInfoEnv",0x0000000142b1d780,0x0000000143a37c10
"nQuestFSM::CheckNpcTuTalk",0x0000000142d8f030,0x0000000143b26388
"cStickShellManager::cShellWork",0x0000000142b612f8,0x0000000143a48788
"EquipVisualWpParamXml",0x0000000173915678,
"cArmManager",0x0000000142d99b28,0x0000000143b28398
"nActPugee::SearchItem",0x0000000142b594b8,0x0000000143a47bc8
